creative_id,business_name,name,my_label,my_reason
creative_ruy649,IwaStore,Decorating the,test_more,Only 0 purchases on $30 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_r14rly,IwaStore,modern.cave,test_more,Only 0 purchases on $27 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_bxvoy6,IwaStore,mum2boys_style,test_more,Only 0 purchases on $26 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_1x0u7yl,IwaStore,Beautiful gatherings,test_more,Only 2 purchases on $25 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_rzsa59,IwaStore,Gift a sanctuary,test_more,Only 0 purchases on $20 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_1bnj7cl,IwaStore,Timeless Crescent,test_more,Only 0 purchases on $20 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_z0iv9g,IwaStore,A journey toward,test_more,Only 0 purchases on $20 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_6ip33q,IwaStore,Loved styling,test_more,Only 1 purchases on $14 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_16vnta7,IwaStore,A soulful gift,test_more,Only 0 purchases on $13 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_kidoxv,IwaStore,It became the favorite,test_more,Only 0 purchases on $3 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_8jo0k8,IwaStore,Start with,test_more,Only 0 purchases on $2 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_v5fbmo,IwaStore,Joyful prep,test_more,Only 0 purchases on $0 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 3.50 target.
creative_1emvy5x,TheSwaf,EMB - CatalogAd,keep,"ROAS 1.31 is 0.60x the 2.20 target with 84 purchases and $12,339 spend, so the sample is mature but not a scale or cut case. I would keep it under observation rather than overreact to a point-in-time read."
creative_8qhjj,TheSwaf,EmB - Catalog Ad,keep,"ROAS 1.33 is 0.60x the 2.20 target with 53 purchases and $7,422 spend, so the sample is mature but not a scale or cut case. I would keep it under observation rather than overreact to a point-in-time read."
creative_2dptrn,TheSwaf,Advantage+ catalog,keep,"ROAS 2.44 is 1.11x the 2.20 target with 21 purchases and $2,122 spend, so the sample is mature but not a scale or cut case. I would keep rather than scale because the 1.30x target margin is not met."
creative_2chqoy,TheSwaf,wearthefearrevise,cut,"ROAS 0.95 is only 0.43x the 2.20 target on $1,950 spend, below my 0.50x cut boundary. With 9 purchases, the downside signal is large enough to act."
creative_23qk12,TheSwaf,Advantage+ catalog ad,keep,"ROAS 1.65 is 0.75x the 2.20 target on $1,613 spend, which is weak but not below my cut boundary. I would not refresh from fatigue alone without a weakening trend."
creative_1d99qi7,TheSwaf,aura,keep,"ROAS 2.07 is 0.94x the 2.20 target on $1,531 spend, which is weak but not below my cut boundary. Keep under review because the sample is not strong enough for scale."
creative_1ikfu77,TheSwaf,protection,test_more,"9 purchases is still a single-digit, high-variance read; ROAS 1.68 versus target 2.20 should not be treated as stable. Test more before making a terminal call."
creative_ylpchy,TheSwaf,aphrodite,test_more,"ROAS 1.63 is 0.74x the 2.20 target with 10 purchases, but the evidence has not matured into my scale or cut criteria. Test more to reduce variance before changing status."
creative_14uk7cw,TheSwaf,fatal,test_more,"7 purchases is still a single-digit, high-variance read; ROAS 1.67 versus target 2.20 should not be treated as stable. Test more before making a terminal call."
creative_hltcj,TheSwaf,depth,test_more,Only 2 purchases on $587 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_uf55lo,TheSwaf,AllRings,test_more,Only 4 purchases on $564 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_7det4q,TheSwaf,biterevise,test_more,"8 purchases is still a single-digit, high-variance read; ROAS 4.01 versus target 2.20 should not be treated as stable. Test more before making a terminal call."
creative_zgt8em,TheSwaf,restraintrevise,test_more,"6 purchases is still a single-digit, high-variance read; ROAS 4.14 versus target 2.20 should not be treated as stable. Test more before making a terminal call."
creative_1ckebyd,TheSwaf,EMB - AllRings,test_more,Only 3 purchases on $460 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_8a8qqj,TheSwaf,ancientegypt,test_more,Only 2 purchases on $378 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1w229oq,TheSwaf,begintodeath,test_more,Only 2 purchases on $348 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_5r9ggv,TheSwaf,angelNdevill,test_more,Only 2 purchases on $341 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1lk4izw,TheSwaf,death,test_more,Only 3 purchases on $329 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_2jh4dm,TheSwaf,faith,test_more,Only 1 purchases on $325 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_ytzmrs,TheSwaf,watchthat,test_more,Only 0 purchases on $226 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1c77me5,TheSwaf,risklooksbetter,test_more,Only 0 purchases on $187 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_j0f9os,TheSwaf,ReligiousNecklaceFlex,test_more,Only 0 purchases on $182 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_15qkuwr,TheSwaf,legacyrevise,test_more,Only 1 purchases on $154 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1cr1zc9,TheSwaf,EMB - TargeryenFlex,test_more,Only 0 purchases on $119 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_v6rxpx,TheSwaf,bestseller,test_more,Only 2 purchases on $117 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1qql2ue,TheSwaf,TargeryenFlex,test_more,Only 1 purchases on $106 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_14mo3mu,TheSwaf,ring,test_more,Only 1 purchases on $101 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1uqd6gf,TheSwaf,evolution,test_more,Only 0 purchases on $94 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_yqjwhk,TheSwaf,MedusaFlex,test_more,Only 0 purchases on $71 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1vyej00,TheSwaf,EMB - ReligiousNecklace,test_more,Only 1 purchases on $61 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_426qx5,TheSwaf,EMB - Mix,test_more,Only 0 purchases on $57 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1drk18s,TheSwaf,bestsellerringsgothic,test_more,Only 1 purchases on $57 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_jc56ov,TheSwaf,Tastemythrevise,test_more,Only 0 purchases on $48 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_nheqjy,TheSwaf,Mix,test_more,Only 1 purchases on $39 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1ykaj7n,TheSwaf,softness,test_more,Only 0 purchases on $30 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1ff8m04,TheSwaf,bestsellersnecklace,test_more,Only 0 purchases on $30 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1b3pukg,TheSwaf,whispersfromthedevil,test_more,Only 0 purchases on $11 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_2bbb9e,TheSwaf,alphawolfnecklace,test_more,Only 0 purchases on $10 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_15jtvb3,TheSwaf,RebeccaH,test_more,Only 0 purchases on $0 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
creative_1iounru,TheSwaf,ChristianElvenSword,test_more,Only 0 purchases on $0 spend; 5 purchases or fewer is statistically weak and high variance. Test more before making a scale or cut judgment against the 2.20 target.
