creative_id,business_name,name,my_label,my_reason
creative_1x0u7yl,IwaStore,Beautiful gatherings,refresh,Fatigue is flagged with 2 purchases at 6.22 ROAS. Refresh the angle before you spend harder into a tired asset.
creative_rzsa59,IwaStore,Gift a sanctuary,test_more,"Only $20.28 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_1bnj7cl,IwaStore,Timeless Crescent,test_more,"Only $20.18 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_z0iv9g,IwaStore,A journey toward,test_more,"Only $20.04 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_6ip33q,IwaStore,Loved styling,test_more,"Only $13.55 spent and 1 purchase; the read is too thin. Test more on a leash, no real budget yet."
creative_16vnta7,IwaStore,A soulful gift,test_more,"Only $13.25 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_kidoxv,IwaStore,It became the favorite,test_more,"Only $3.09 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_8jo0k8,IwaStore,Start with,test_more,"Only $2.43 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_v5fbmo,IwaStore,Joyful prep,test_more,"Only $0.15 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_1emvy5x,TheSwaf,EMB - CatalogAd,cut,1.31 ROAS is below 60% of the 2.2 target with $12338.65 spent. Cut it; the account has better places for that money.
creative_8qhjj,TheSwaf,EmB - Catalog Ad,keep,"53 purchases gives a real read, but 1.33 ROAS misses the 2.2 target. Keep it capped; no scale until it proves profitable."
creative_2dptrn,TheSwaf,Advantage+ catalog,scale,"21 purchases and 2.44 ROAS beats the 2.2 target. Scale it, but stay ready to pull back if efficiency breaks."
creative_2chqoy,TheSwaf,wearthefearrevise,cut,0.95 ROAS is below 60% of the 2.2 target with $1950.29 spent. Cut it; the account has better places for that money.
creative_23qk12,TheSwaf,Advantage+ catalog ad,refresh,Fatigue is flagged with 13 purchases at 1.65 ROAS. Refresh the angle before you spend harder into a tired asset.
creative_1d99qi7,TheSwaf,aura,keep,"16 purchases gives a real read, but 2.07 ROAS misses the 2.2 target. Keep it capped; no scale until it proves profitable."
creative_1ikfu77,TheSwaf,protection,keep,"9 purchases gives a real read, but 1.68 ROAS misses the 2.2 target. Keep it capped; no scale until it proves profitable."
creative_ylpchy,TheSwaf,aphrodite,keep,"10 purchases gives a real read, but 1.63 ROAS misses the 2.2 target. Keep it capped; no scale until it proves profitable."
creative_14uk7cw,TheSwaf,fatal,keep,"7 purchases gives a real read, but 1.67 ROAS misses the 2.2 target. Keep it capped; no scale until it proves profitable."
creative_hltcj,TheSwaf,depth,cut,0.63 ROAS is below 60% of the 2.2 target with $587.18 spent. Cut it; the account has better places for that money.
creative_uf55lo,TheSwaf,AllRings,cut,1.19 ROAS is below 60% of the 2.2 target with $564.00 spent. Cut it; the account has better places for that money.
creative_7det4q,TheSwaf,biterevise,scale,"8 purchases and 4.01 ROAS beats the 2.2 target. Scale it, but stay ready to pull back if efficiency breaks."
creative_zgt8em,TheSwaf,restraintrevise,scale,"6 purchases and 4.14 ROAS beats the 2.2 target. Scale it, but stay ready to pull back if efficiency breaks."
creative_1ckebyd,TheSwaf,EMB - AllRings,cut,1.12 ROAS is below 60% of the 2.2 target with $459.83 spent. Cut it; the account has better places for that money.
creative_8a8qqj,TheSwaf,ancientegypt,cut,0.64 ROAS is below 60% of the 2.2 target with $377.85 spent. Cut it; the account has better places for that money.
creative_1w229oq,TheSwaf,begintodeath,keep,"2.26 ROAS clears the 2.2 target, but 2 purchases is too thin to scale. Keep it alive and make it prove volume."
creative_5r9ggv,TheSwaf,angelNdevill,cut,1.1 ROAS is below 60% of the 2.2 target with $341.02 spent. Cut it; the account has better places for that money.
creative_1lk4izw,TheSwaf,death,keep,"The read is mediocre: 3 purchases, 1.58 ROAS versus the 2.2 target. Keep it capped and demand better proof."
creative_2jh4dm,TheSwaf,faith,cut,0.38 ROAS is below 60% of the 2.2 target with $324.83 spent. Cut it; the account has better places for that money.
creative_ytzmrs,TheSwaf,watchthat,cut,$226.26 spent with zero purchases is enough evidence. Cut it and move the budget to something that can close.
creative_1c77me5,TheSwaf,risklooksbetter,keep,"Zero purchases on $186.57 spend is ugly, but it has not hit my $200 kill line. Keep it on a tight leash; no extra budget."
creative_j0f9os,TheSwaf,ReligiousNecklaceFlex,keep,"Zero purchases on $181.54 spend is ugly, but it has not hit my $200 kill line. Keep it on a tight leash; no extra budget."
creative_15qkuwr,TheSwaf,legacyrevise,keep,"The read is mediocre: 1 purchase, 1.23 ROAS versus the 2.2 target. Keep it capped and demand better proof."
creative_1cr1zc9,TheSwaf,EMB - TargeryenFlex,test_more,"Only $119.10 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_v6rxpx,TheSwaf,bestseller,test_more,"Only $116.72 spent and 2 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_1qql2ue,TheSwaf,TargeryenFlex,test_more,"Only $105.97 spent and 1 purchase; the read is too thin. Test more on a leash, no real budget yet."
creative_14mo3mu,TheSwaf,ring,test_more,"Only $100.84 spent and 1 purchase; the read is too thin. Test more on a leash, no real budget yet."
creative_1uqd6gf,TheSwaf,evolution,test_more,"Only $93.66 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_yqjwhk,TheSwaf,MedusaFlex,test_more,"Only $70.89 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_1vyej00,TheSwaf,EMB - ReligiousNecklace,test_more,"Only $61.21 spent and 1 purchase; the read is too thin. Test more on a leash, no real budget yet."
creative_426qx5,TheSwaf,EMB - Mix,test_more,"Only $57.46 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_1drk18s,TheSwaf,bestsellerringsgothic,test_more,"Only $56.70 spent and 1 purchase; the read is too thin. Test more on a leash, no real budget yet."
creative_jc56ov,TheSwaf,Tastemythrevise,test_more,"Only $47.95 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_nheqjy,TheSwaf,Mix,test_more,"Only $38.68 spent and 1 purchase; the read is too thin. Test more on a leash, no real budget yet."
creative_1ykaj7n,TheSwaf,softness,test_more,"Only $30.25 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_1ff8m04,TheSwaf,bestsellersnecklace,test_more,"Only $30.21 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_1b3pukg,TheSwaf,whispersfromthedevil,test_more,"Only $11.33 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_2bbb9e,TheSwaf,alphawolfnecklace,test_more,"Only $10.07 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_15jtvb3,TheSwaf,RebeccaH,test_more,"Only $0.03 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
creative_1iounru,TheSwaf,ChristianElvenSword,test_more,"Only $0.02 spent and 0 purchases; the read is too thin. Test more on a leash, no real budget yet."
