business_name,business_id,creative_id,name,asOf,engine_v3_creative_name,engine_v3_label,engine_v3_confidence,engine_v3_truth_source,engine_v3_ratio,engine_v3_target_roas,engine_v3_badges,engine_v3_reason,spend,purchases,roas,recent7d_roas,fatigue_status,effective_status,warehouse_missing
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_bxvoy6,mum2boys_style,2026-05-01,mum2boys_style,test_more,75,commercial_truth,0,3.5,stale_calibration;stale_lifecycle,"Thin data (28d spend $85, 0 purchases, age 0d) — let the creative accumulate signal.",85.22,0,0,0,none,ACTIVE,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_1x0u7yl,Beautiful gatherings,2026-05-01,Beautiful gatherings,test_more,75,commercial_truth,0,3.5,stale_calibration;stale_lifecycle,"Thin data (28d spend $3, 0 purchases, age 1d) — let the creative accumulate signal.",3.0999999999999996,0,0,0,none,ACTIVE,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_rzsa59,Gift a sanctuary,2026-05-01,Gift a sanctuary,test_more,75,commercial_truth,0,3.5,stale_calibration;stale_lifecycle,"Thin data (28d spend $9, 0 purchases, age 3d) — let the creative accumulate signal.",9.14,0,0,0,none,PAUSED,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_1bnj7cl,Timeless Crescent,2026-05-01,Timeless Crescent,test_more,75,commercial_truth,0,3.5,stale_calibration;stale_lifecycle,"Thin data (28d spend $7, 0 purchases, age 2d) — let the creative accumulate signal.",6.870000000000001,0,0,0,none,PAUSED,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_z0iv9g,A journey toward,2026-05-01,A journey toward,test_more,75,commercial_truth,0,3.5,stale_calibration;stale_lifecycle,"Thin data (28d spend $33, 0 purchases, age 0d) — let the creative accumulate signal.",33.260000000000005,0,0,0,none,ACTIVE,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_6ip33q,Loved styling,2026-05-01,Loved styling,test_more,75,commercial_truth,11.894038044172088,3.5,stale_calibration;stale_lifecycle,"Thin data (28d spend $11, 1 purchases, age 2d) — let the creative accumulate signal.",11.190000000000003,1,41.62913315460231,0,none,,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_16vnta7,A soulful gift,2026-05-01,A soulful gift,test_more,75,commercial_truth,0,3.5,stale_calibration;stale_lifecycle,"Thin data (28d spend $23, 0 purchases, age 0d) — let the creative accumulate signal.",22.84,0,0,0,none,ACTIVE,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_kidoxv,It became the favorite,2026-05-01,It became the favorite,test_more,75,commercial_truth,0,3.5,stale_calibration;stale_lifecycle,"Thin data (28d spend $5, 0 purchases, age 0d) — let the creative accumulate signal.",4.85,0,0,0,none,ACTIVE,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_8jo0k8,Start with,2026-05-01,Start with,test_more,75,commercial_truth,0,3.5,stale_calibration;stale_lifecycle;low_ctr,"Thin data (28d spend $3, 0 purchases, age 0d) — let the creative accumulate signal.",2.55,0,0,0,none,ACTIVE,false
IwaStore,f8a3b5ac-588c-462f-8702-11cd24ff3cd2,creative_v5fbmo,Joyful prep,2026-05-01,Joyful prep,out_of_scope,60,global_default,,2,stale_calibration;stale_lifecycle,Engine currently supports OUTCOME_SALES only; this creative is OUTCOME_ENGAGEMENT.,0.02,0,0,,none,PAUSED,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1emvy5x,EMB - CatalogAd,2026-05-02,EMB - CatalogAd,cut,75,commercial_truth,0.6340139499975596,2.2,stale_calibration;stale_lifecycle;lifecycle_unavailable,"ROAS 1.39 (28d) = 63% of target after $9,071 spend (28d) — clear loser at scale.",9071.230000000001,67,1.3948306899946312,1.2115125591554423,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_8qhjj,EmB - Catalog Ad,2026-05-02,EmB - Catalog Ad,cut,75,commercial_truth,0.5852921097619438,2.2,stale_calibration;stale_lifecycle;lifecycle_unavailable,"ROAS 1.29 (28d) = 59% of target after $7,853 spend (28d) — clear loser at scale.",7852.73,54,1.2876426414762765,1.2648203322369647,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_2dptrn,Advantage+ catalog,2026-05-02,,missing_in_warehouse,0,n/a,,0,,Creative not present in meta_creative_daily for this asOf,0,0,,,,,true
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_2chqoy,wearthefearrevise,2026-05-02,wearthefearrevise,cut,75,commercial_truth,0.41744222092720173,2.2,stale_calibration;stale_lifecycle;lifecycle_unavailable,"ROAS 0.92 (28d) = 42% of target after $2,026 spend (28d) — clear loser at scale.",2026.4099999999999,9,0.9183728860398439,0.5311457572764106,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_23qk12,Advantage+ catalog ad,2026-05-02,Advantage+ catalog ad,test_more,75,commercial_truth,0.6444285485289225,2.2,stale_calibration;stale_lifecycle,"ROAS 1.42 (28d) = 64% of target after $981 spend (28d) — underperforming but spend not yet mature for hard cut, observe or pause manually.",981.13,6,1.4177428067636297,,watch,,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1d99qi7,aura,2026-05-02,aura,keep,75,commercial_truth,0.9569566826473505,2.2,stale_calibration;stale_lifecycle,"[at target] ROAS 2.11 (28d) at/around target 2.20 (96%) — stable, let it run.",1608.95,17,2.105304701824171,1.6016482690167535,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1ikfu77,protection,2026-05-02,protection,keep,75,commercial_truth,0.7716397463473884,2.2,weak_performance;stale_calibration;stale_lifecycle,"[weak zone] ROAS 1.70 (28d) = 77% of target — below target but in working zone, no aggressive action; revisit if ROAS drifts further.",1434.03,10,1.6976074419642546,0.755859869764115,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_ylpchy,aphrodite,2026-05-02,aphrodite,cut,75,commercial_truth,0.6999825380731086,2.2,stale_calibration;stale_lifecycle;lifecycle_unavailable,"ROAS 1.54 (28d) = 70% of target after $1,265 spend (28d) — clear loser at scale.",1265.09,10,1.5399615837608391,2.0397317990304895,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_14uk7cw,fatal,2026-05-02,fatal,keep,75,commercial_truth,0.737514990617417,2.2,weak_performance;stale_calibration;stale_lifecycle,"[weak zone] ROAS 1.62 (28d) = 74% of target — below target but in working zone, no aggressive action; revisit if ROAS drifts further.",971.8199999999999,7,1.6225329793583174,0.9721351133410984,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_hltcj,depth,2026-05-02,depth,test_more,75,commercial_truth,0.28564881761516525,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $587, 2 purchases) — let the creative accumulate signal.",587.18,2,0.6284273987533636,,none,PAUSED,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_uf55lo,AllRings,2026-05-02,AllRings,test_more,75,commercial_truth,0.9711253010698481,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $130, 2 purchases) — let the creative accumulate signal.",129.84,2,2.136475662353666,,none,,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_7det4q,biterevise,2026-05-02,biterevise,keep,75,commercial_truth,1.808300581723486,2.2,stale_calibration;stale_lifecycle,"[near scale] ROAS 3.98 (28d) = 181% of target — only 8 purchases (28d), need ≥10 for scale; recent 7d ROAS 0.00 below target 2.20; observe.",529.9300000000001,8,3.9782612797916697,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_zgt8em,restraintrevise,2026-05-02,restraintrevise,keep,75,commercial_truth,1.8749866780347442,2.2,stale_calibration;stale_lifecycle,"[near scale] ROAS 4.12 (28d) = 187% of target — only 6 purchases (28d), need ≥10 for scale; recent 7d ROAS 0.00 below target 2.20; observe.",469.1499999999999,6,4.124970691676437,0,watch,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1ckebyd,EMB - AllRings,2026-05-02,EMB - AllRings,test_more,75,commercial_truth,0.5831199317114809,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $400, 3 purchases, age 0d) — let the creative accumulate signal.",400.44000000000005,3,1.282863849765258,1.2894182124789206,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_8a8qqj,ancientegypt,2026-05-02,ancientegypt,test_more,75,commercial_truth,0.2887148579883792,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $378, 2 purchases) — let the creative accumulate signal.",377.84999999999997,2,0.6351726875744343,,none,PAUSED,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1w229oq,begintodeath,2026-05-02,begintodeath,test_more,75,commercial_truth,1.015823554683658,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $351, 2 purchases, age 0d) — let the creative accumulate signal.",351.26000000000005,2,2.234811820304048,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_5r9ggv,angelNdevill,2026-05-02,angelNdevill,test_more,75,commercial_truth,0.49850448654037877,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $341, 2 purchases, age 1d) — let the creative accumulate signal.",341.02000000000004,2,1.0967098703888334,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1lk4izw,death,2026-05-02,death,test_more,75,commercial_truth,0.6560189740872504,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $360, 3 purchases, age 0d) — let the creative accumulate signal.",360.3,3,1.443241742991951,1.5496630097899347,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_2jh4dm,faith,2026-05-02,faith,test_more,75,commercial_truth,0.17491666969855557,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $325, 1 purchases, age 12d) — let the creative accumulate signal.",324.83000000000004,1,0.3848166733368223,,none,PAUSED,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_ytzmrs,watchthat,2026-05-02,watchthat,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $226, 0 purchases) — let the creative accumulate signal.",226.26,0,0,,none,PAUSED,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1c77me5,risklooksbetter,2026-05-02,risklooksbetter,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $187, 0 purchases, age 12d) — let the creative accumulate signal.",186.57,0,0,,none,PAUSED,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_j0f9os,ReligiousNecklaceFlex,2026-05-02,ReligiousNecklaceFlex,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $30, 0 purchases) — let the creative accumulate signal.",30.349999999999998,0,0,,none,,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_15qkuwr,legacyrevise,2026-05-02,legacyrevise,test_more,75,commercial_truth,0.5578780028261893,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $154, 1 purchases, age 12d) — let the creative accumulate signal.",154.4,1,1.2273316062176165,,none,PAUSED,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1cr1zc9,EMB - TargeryenFlex,2026-05-02,EMB - TargeryenFlex,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $107, 0 purchases, age 0d) — let the creative accumulate signal.",106.58000000000001,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_v6rxpx,bestseller,2026-05-02,bestseller,test_more,75,commercial_truth,1.2306062683033205,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $117, 2 purchases, age 1d) — let the creative accumulate signal.",116.72000000000003,2,2.7073337902673056,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1qql2ue,TargeryenFlex,2026-05-02,TargeryenFlex,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $39, 0 purchases) — let the creative accumulate signal.",39.33,0,0,,none,,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_14mo3mu,ring,2026-05-02,ring,test_more,75,commercial_truth,1.1850906927265517,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $101, 1 purchases, age 1d) — let the creative accumulate signal.",100.83999999999997,1,2.607199523998414,0,watch,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1uqd6gf,evolution,2026-05-02,evolution,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $100, 0 purchases, age 0d) — let the creative accumulate signal.",99.57,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_yqjwhk,MedusaFlex,2026-05-02,MedusaFlex,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $15, 0 purchases, age 23d) — let the creative accumulate signal.",15.3,0,0,,none,,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1vyej00,EMB - ReligiousNecklace,2026-05-02,EMB - ReligiousNecklace,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $32, 0 purchases, age 0d) — let the creative accumulate signal.",31.579999999999995,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_426qx5,EMB - Mix,2026-05-02,EMB - Mix,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle;low_ctr,"Thin data (28d spend $4, 0 purchases, age 0d) — let the creative accumulate signal.",4.27,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1drk18s,bestsellerringsgothic,2026-05-02,bestsellerringsgothic,test_more,75,commercial_truth,1.2265512265512264,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $57, 1 purchases, age 1d) — let the creative accumulate signal.",56.7,1,2.698412698412698,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_jc56ov,Tastemythrevise,2026-05-02,Tastemythrevise,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle;low_ctr,"Thin data (28d spend $48, 0 purchases, age 1d) — let the creative accumulate signal.",47.949999999999996,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_nheqjy,Mix,2026-05-02,Mix,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $3, 0 purchases, age 23d) — let the creative accumulate signal.",2.5,0,0,,watch,,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1ykaj7n,softness,2026-05-02,softness,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $30, 0 purchases, age 1d) — let the creative accumulate signal.",30.25,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1ff8m04,bestsellersnecklace,2026-05-02,bestsellersnecklace,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $31, 0 purchases, age 0d) — let the creative accumulate signal.",30.6,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1b3pukg,whispersfromthedevil,2026-05-02,whispersfromthedevil,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle,"Thin data (28d spend $11, 0 purchases, age 0d) — let the creative accumulate signal.",11.34,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_2bbb9e,alphawolfnecklace,2026-05-02,alphawolfnecklace,test_more,75,commercial_truth,0,2.2,stale_calibration;stale_lifecycle;low_ctr,"Thin data (28d spend $10, 0 purchases) — let the creative accumulate signal.",10.07,0,0,0,none,ACTIVE,false
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_15jtvb3,RebeccaH,2026-05-02,,missing_in_warehouse,0,n/a,,0,,Creative not present in meta_creative_daily for this asOf,0,0,,,,,true
TheSwaf,172d0ab8-495b-4679-a4c6-ffa404c389d3,creative_1iounru,ChristianElvenSword,2026-05-02,,missing_in_warehouse,0,n/a,,0,,Creative not present in meta_creative_daily for this asOf,0,0,,,,,true
