business,creative_id,creative_name,v3_label,v3_reason,v3_confidence,v3_truth_source,v3_effective_target_roas,v3_ratio_to_target,v3_badges
TheSwaf,1425547512680542,ancientegypt,test_more,"Thin data (28d spend $378, 2 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,0.28871485798837926,"[{""type"":""cut_candidate"",""label"":""Cut candidate — ROAS 29% of target on $378 spend; consider manual cut or wait for hard threshold"",""severity"":""warning""}]"
TheSwaf,974060018521285,death,test_more,"Thin data (28d spend $371, 3 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,0.6367897956884432,[]
TheSwaf,2195229177681668,angelNdevill,test_more,"Thin data (28d spend $341, 2 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,0.49841679371408465,"[{""type"":""cut_candidate"",""label"":""Cut candidate — ROAS 50% of target on $341 spend; consider manual cut or wait for hard threshold"",""severity"":""warning""}]"
TheSwaf,935580372698767,faith,cut,Severe loser at scale: ROAS 0.38 = 17% of target on $325 (28d) — spend exceeded hard-cut threshold $281 and ratio is below severe-loser zone (28%); decisive cut despite young age / thin sample.,62,commercial_truth,2.2,0.1749166696985556,"[{""type"":""creative_quality_weak"",""label"":""Creative quality weak"",""severity"":""warning""},{""type"":""missing_recent_data"",""label"":""Recent 7d data missing"",""severity"":""warning""},{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
TheSwaf,2413832812481192,watchthat,cut,"0 purchases on $226 spend (28d cumulative, age 26d) — sustained zero-conversion burn.",67,commercial_truth,2.2,0,"[{""type"":""creative_quality_weak"",""label"":""Creative quality weak"",""severity"":""warning""},{""type"":""missing_recent_data"",""label"":""Recent 7d data missing"",""severity"":""warning""},{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
TheSwaf,2908323869499405,risklooksbetter,diagnose,"Tracking anomaly: spend, clicks, landing page views, add-to-cart, and checkout all have activity but purchases are zero. Verify pixel/CAPI purchase event firing before acting.",85,commercial_truth,2.2,0,"[{""type"":""tracking_anomaly"",""label"":""Tracking anomaly"",""severity"":""warning""}]"
TheSwaf,1476506453853715,legacyrevise,test_more,"Thin data (28d spend $154, 1 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,0.5578780028261894,[]
TheSwaf,1484306833294778,EMB - TargeryenFlex,test_more,"Thin data (28d spend $148, 1 purchases, age 25d) — let the creative accumulate signal.",75,commercial_truth,2.2,0.6873060839066503,[]
TheSwaf,1370381998117941,Advantage+ catalog ad,test_more,"Thin data (28d spend $145, 1 purchases, age 212d) — let the creative accumulate signal.",75,commercial_truth,2.2,0.5526802680268027,[]
TheSwaf,1879695362688413,bestseller,test_more,"Thin data (28d spend $122, 2 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,1.1803464839868814,[]
TheSwaf,1761002005018656,ring,test_more,"Thin data (28d spend $113, 1 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,1.0600012901769158,[]
TheSwaf,1655126075507081,evolution,diagnose,"Tracking anomaly: spend, clicks, landing page views, add-to-cart, and checkout all have activity but purchases are zero. Verify pixel/CAPI purchase event firing before acting.",85,commercial_truth,2.2,0,"[{""type"":""tracking_anomaly"",""label"":""Tracking anomaly"",""severity"":""warning""}]"
TheSwaf,967102445774372,EMB - Mix,test_more,"Thin data (28d spend $67, 1 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,1.0314763723344975,[]
TheSwaf,882777081456596,bestsellerringsgothic,test_more,"Thin data (28d spend $57, 1 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,1.2107495568498352,[]
TheSwaf,1417424656739964,Tastemythrevise,test_more,"Thin data (28d spend $48, 0 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,736272486128828,AllRings,test_more,"Thin data (28d spend $39, 0 purchases, age 216d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,1945472502724074,EMB - ReligiousNecklace,test_more,"Thin data (28d spend $33, 0 purchases, age 26d) — let the creative accumulate signal.",70,commercial_truth,2.2,0,"[{""type"":""volatile_trend"",""label"":""Volatile spend/ROAS trend — signal noisy"",""severity"":""warning""}]"
TheSwaf,1229430125634078,bestsellersnecklace,test_more,"Thin data (28d spend $32, 0 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,4547154848899014,softness,test_more,"Thin data (28d spend $30, 0 purchases, age 26d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,1444968763982893,EMB - TargeryenFlex,diagnose,"Active creative — 0 spend in last 7d, 28d total $13 — check delivery (ad set status, budget, audience size, frequency caps).",65,commercial_truth,2.2,0,"[{""type"":""low_ctr"",""label"":""Low CTR (2.36% vs account P10 2.38%)"",""severity"":""info""}]"
TheSwaf,2467451360428576,EMB - AllRings,test_more,"Thin data (28d spend $13, 0 purchases, age 3d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,"[{""type"":""low_ctr"",""label"":""Low CTR (2.31% vs account P10 2.38%)"",""severity"":""info""}]"
TheSwaf,1624871925951037,whispersfromthedevil,test_more,"Thin data (28d spend $11, 0 purchases, age 26d) — let the creative accumulate signal.",70,commercial_truth,2.2,0,"[{""type"":""volatile_trend"",""label"":""Volatile spend/ROAS trend — signal noisy"",""severity"":""warning""}]"
TheSwaf,1310237954326358,alphawolfnecklace,diagnose,"Active creative — 0 spend in last 7d, 28d total $10 — check delivery (ad set status, budget, audience size, frequency caps).",60,commercial_truth,2.2,0,"[{""type"":""low_ctr"",""label"":""Low CTR (1.98% vs account P10 2.38%)"",""severity"":""info""},{""type"":""volatile_trend"",""label"":""Volatile spend/ROAS trend — signal noisy"",""severity"":""warning""}]"
TheSwaf,3357963294352238,ReligiousNecklaceFlex,test_more,"Thin data (28d spend $6, 0 purchases, age 216d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,1383902269751310,TargeryenFlex,test_more,"Thin data (28d spend $6, 0 purchases, age 211d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,1508640670664791,EMB - Mix,test_more,"Thin data (28d spend $5, 0 purchases, age 3d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,3208178412688054,EMB - Mix,test_more,"Thin data (28d spend $4, 0 purchases, age 13d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,"[{""type"":""low_ctr"",""label"":""Low CTR (1.08% vs account P10 2.38%)"",""severity"":""info""}]"
TheSwaf,1133995451493304,MedusaFlex,test_more,"Thin data (28d spend $3, 0 purchases, age 216d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,1474105167195606,Mix,test_more,"Thin data (28d spend $3, 0 purchases, age 212d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,840261811685973,EMB - ReligiousNecklace,test_more,"Thin data (28d spend $2, 0 purchases, age 2d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,[]
TheSwaf,2239437839796106,EMB - TargeryenFlex,test_more,"Thin data (28d spend $1, 0 purchases, age 3d) — let the creative accumulate signal.",75,commercial_truth,2.2,0,"[{""type"":""low_ctr"",""label"":""Low CTR (0.00% vs account P10 2.38%)"",""severity"":""info""}]"
TheSwaf,1142325247324026,TargeryenFlex,test_more,"Thin data (28d spend $0, 1 purchases, age 215d) — let the creative accumulate signal.",75,commercial_truth,2.2,493.42105263157896,[]
TheSwaf,1227564916156055,zodiacrings,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1228965198946224,bestsellers,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1238373618347463,FlexProducts1,test_more,"Thin data (28d spend $0, 0 purchases, age 117d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1247766534153547,angelNdevill,test_more,"Thin data (28d spend $0, 0 purchases, age 54d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1275148770968254,ReligiousNecklaceFlex,test_more,"Thin data (28d spend $0, 0 purchases, age 204d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1283690053078235,Mix,test_more,"Thin data (28d spend $0, 0 purchases, age 216d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1427064768903646,Alexis2,test_more,"Thin data (28d spend $0, 0 purchases, age 158d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1455282982931537,ancientegypt,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1472586024209388,Keepunder,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1475518180636681,bestsellerrings,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1492238399232429,devotion,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1557856095287688,signature,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1584460083244010,alphawolfnecklace,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1731674561122458,Alexis3,test_more,"Thin data (28d spend $0, 0 purchases, age 158d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1818292642156801,aphrodite,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1851364679152359,AllRings,test_more,"Thin data (28d spend $0, 0 purchases, age 207d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,1977389770325231,eyesofthedark,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,2007908863143231,sainmichael,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,2098714574268217,Alexis4,test_more,"Thin data (28d spend $0, 0 purchases, age 158d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,2368904483582005,SNAKE,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,2416027128792038,MedusaFlex,test_more,"Thin data (28d spend $0, 0 purchases, age 210d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,2471743649920621,thesea,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,25475912805441426,FlexProducts4,test_more,"Thin data (28d spend $0, 0 purchases, age 92d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,2736823320044095,survivedlove,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,2969651996567221,bestsellernecklaces,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,2979719068880989,bestsellers,test_more,"Thin data (28d spend $0, 0 purchases, age 54d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,4205345773013373,legacies,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,4253160371565349,lifendeath,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,4258896584366427,turthordare,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,741860825664860,FlexProducts3,test_more,"Thin data (28d spend $0, 0 purchases, age 92d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,805821445893398,begintodeath,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
TheSwaf,932574439321778,angelNdevill,test_more,"Thin data (28d spend $0, 0 purchases, age 55d) — let the creative accumulate signal.",75,commercial_truth,2.2,,[]
IwaStore,2240450456794543,Catalog New Collection,keep,"[at target] ROAS 3.43 (28d) at/around target 3.50 (98%) — stable, let it run; fatigue watch — monitor for refresh signal.",78,commercial_truth,3.5,0.9796450291671837,"[{""type"":""fatigue_watch"",""label"":""Fatigue watch"",""severity"":""warning""},{""type"":""opportunity_window_open"",""label"":""Opportunity window — peak now (peak 1d ago)"",""severity"":""info""}]"
IwaStore,1976762379605003,WallArtCatalog,keep,"[demote candidate] ROAS 2.60 (28d) = 74% of target — above account bottom quartile (58%) but below breakeven (2.70 = 77% of target) at $1,028 mature spend — consider demote to test placement or refresh creative concept.",75,commercial_truth,3.5,0.7418518075739335,"[{""type"":""below_breakeven"",""label"":""Below breakeven"",""severity"":""warning""},{""type"":""weak_performance"",""label"":""Below target"",""severity"":""warning""},{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,2729900394016654,WallArtCatalog,keep,"[at target] ROAS 3.93 (28d) at/around target 3.50 (112%) — stable, let it run; fatigue watch — monitor for refresh signal; lifecycle: past_peak_unclear — operator review recommended",65,commercial_truth,3.5,1.1214566603879583,"[{""type"":""fatigue_watch"",""label"":""Fatigue watch"",""severity"":""warning""},{""type"":""missing_recent_data"",""label"":""Recent 7d data missing"",""severity"":""warning""},{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,1597946391493220,WoodenWallArtCatalog,keep,[near scale] ROAS 4.47 (28d) approaching scale threshold (128%) — needs $173+ spend or 8+ purchases for full scale.,75,commercial_truth,3.5,1.277102454876817,"[{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,1610875453601663,A misbaha,keep,[weak target] ROAS 3.30 (28d) just above breakeven (94% of target) — keep observing; consider tightening if recent 7d weakens; fatigue watch — monitor for refresh signal.,75,commercial_truth,3.5,0.9438383246686683,"[{""type"":""fatigue_watch"",""label"":""Fatigue watch"",""severity"":""warning""},{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,917280764555370,WoodenWallArtCatalog,keep,[weak target] ROAS 3.07 (28d) just above breakeven (88% of target) — keep observing; consider tightening if recent 7d weakens; fatigue watch — monitor for refresh signal.,65,commercial_truth,3.5,0.8776392298935676,"[{""type"":""fatigue_watch"",""label"":""Fatigue watch"",""severity"":""warning""},{""type"":""missing_recent_data"",""label"":""Recent 7d data missing"",""severity"":""warning""},{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,966762982363817,decorista_93,keep,[near scale] ROAS 6.34 (28d) above target (181%) — recent 7d ROAS 3.16 below target 3.50; observe.,75,commercial_truth,3.5,1.812654565285726,"[{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,2766311733731448,Transforming a house,keep,[near scale] ROAS 14.53 (28d) above target (415%) — recent 7d ROAS missing; observe.,65,commercial_truth,3.5,4.1505246919458365,"[{""type"":""missing_recent_data"",""label"":""Recent 7d data missing"",""severity"":""warning""},{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,1420674099804622,Every beautiful,cut,ROAS 1.49 (28d) = 43% of target after $372 spend (28d) — clear loser at scale.,72,commercial_truth,3.5,0.426733482466608,"[{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,811959778633363,New 2026 Collection,keep,"[at target] ROAS 3.38 (28d) at/around target 3.50 (97%) — stable, let it run; fatigue watch — monitor for refresh signal; lifecycle: past_peak_unclear — operator review recommended",75,commercial_truth,3.5,0.9664282038682819,"[{""type"":""fatigue_watch"",""label"":""Fatigue watch"",""severity"":""warning""},{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,2195290934643087,Transforming a house,keep,[near scale] ROAS 5.41 (28d) above target (155%) — recent 7d ROAS 1.77 below target 3.50; observe.,75,commercial_truth,3.5,1.5454600012002635,"[{""type"":""past_peak_unclear_signal"",""label"":""Past peak — operator review recommended (cannot distinguish missed opportunity vs natural saturation)"",""severity"":""warning""}]"
IwaStore,1655577498670460,Since I hung,cut,Severe loser at scale: ROAS 0.87 = 25% of target on $323 (28d) — spend exceeded hard-cut threshold $289 and ratio is below severe-loser zone (39%); decisive cut despite young age / thin sample.,75,commercial_truth,3.5,0.24980875440528152,"[{""type"":""lifecycle_unavailable"",""label"":""Insufficient history for lifecycle analysis"",""severity"":""info""}]"
IwaStore,712308491893470,julia_julia386,out_of_scope,Engine currently supports OUTCOME_SALES only; this creative is OUTCOME_ENGAGEMENT.,60,global_default,2,,[]
IwaStore,1284552599771657,WoodenWallArtCatalog,diagnose,"Active creative — 0 spend in last 7d, 28d total $251 — check delivery (ad set status, budget, audience size, frequency caps).",65,commercial_truth,3.5,1.8042441827388067,[]
IwaStore,3953033168334495,لا للمحراب في البيوت!!,out_of_scope,Engine currently supports OUTCOME_SALES only; this creative is OUTCOME_ENGAGEMENT.,60,global_default,2,,[]
IwaStore,968020058968795,mum2boys_style,test_more,"Thin data (28d spend $215, 2 purchases, age 5d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.6344089599318555,[]
IwaStore,1585735605840392,Since I hung,test_more,"Thin data (28d spend $128, 2 purchases, age 42d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.6570847397009186,[]
IwaStore,1696539768203616,modern.cave,test_more,"Thin data (28d spend $123, 1 purchases, age 5d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.5150296408229688,"[{""type"":""cut_candidate"",""label"":""Cut candidate — ROAS 52% of target on $123 spend; consider manual cut or wait for hard threshold"",""severity"":""warning""}]"
IwaStore,930886633134159,A prayer niche,test_more,"Thin data (28d spend $116, 2 purchases, age 42d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.930689422309534,[]
IwaStore,1493794995651100,The heart finds,test_more,"Thin data (28d spend $104, 2 purchases, age 39d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.8402569945910326,[]
IwaStore,2793542300980492,A journey toward,test_more,"Thin data (28d spend $101, 2 purchases, age 5d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.8449896356873101,[]
IwaStore,975269794952302,A soulful gift,test_more,"Thin data (28d spend $91, 2 purchases, age 5d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.5930503621884632,[]
IwaStore,990746656943922,Since I hung,test_more,"Thin data (28d spend $86, 2 purchases, age 18d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.4576497265572897,[]
IwaStore,1604466493963499,Set up my,test_more,"Thin data (28d spend $81, 0 purchases, age 39d) — let the creative accumulate signal.",75,commercial_truth,3.5,0,[]
IwaStore,1662781231395655,WoodenWallArtCatalog,diagnose,"Tracking anomaly: spend, clicks, landing page views, add-to-cart, and checkout all have activity but purchases are zero. Verify pixel/CAPI purchase event firing before acting.",85,commercial_truth,3.5,0,"[{""type"":""tracking_anomaly"",""label"":""Tracking anomaly"",""severity"":""warning""}]"
IwaStore,2155452695257229,Cherish every,test_more,"Thin data (28d spend $76, 1 purchases, age 39d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.895463510848126,"[{""type"":""low_ctr"",""label"":""Low CTR (0.75% vs account P10 0.94%)"",""severity"":""info""}]"
IwaStore,1491430605985827,PrayerEssentialsCatalog,test_more,"Thin data (28d spend $72, 0 purchases, age 41d) — let the creative accumulate signal.",75,commercial_truth,3.5,0,[]
IwaStore,882122398191881,Catalog New Collection,test_more,"Thin data (28d spend $69, 2 purchases, age 27d) — let the creative accumulate signal.",75,commercial_truth,3.5,6.392742840517063,[]
IwaStore,1677986356526477,nina_deko_germany,test_more,"Thin data (28d spend $69, 2 purchases, age 36d) — let the creative accumulate signal.",75,commercial_truth,3.5,1.0901816969494915,[]
IwaStore,1510126544090812,Decorating the,test_more,"Thin data (28d spend $67, 2 purchases, age 5d) — let the creative accumulate signal.",75,commercial_truth,3.5,1.6929846938775508,[]
IwaStore,1298590478858258,A stunning Islamic,diagnose,"Tracking anomaly: spend, clicks, landing page views, add-to-cart, and checkout all have activity but purchases are zero. Verify pixel/CAPI purchase event firing before acting.",85,commercial_truth,3.5,0,"[{""type"":""tracking_anomaly"",""label"":""Tracking anomaly"",""severity"":""warning""}]"
IwaStore,1127695869538738,The heart finds,test_more,"Thin data (28d spend $49, 0 purchases, age 5d) — let the creative accumulate signal.",75,commercial_truth,3.5,0,[]
IwaStore,4344364212475167,Glowing lanterns,test_more,"Thin data (28d spend $47, 1 purchases, age 18d) — let the creative accumulate signal.",75,commercial_truth,3.5,3.1086467764477126,[]
IwaStore,2260100064398971,A prayer niche,test_more,"Thin data (28d spend $42, 1 purchases, age 21d) — let the creative accumulate signal.",75,commercial_truth,3.5,0.6386954306098183,[]
IwaStore,1230828315767797,WallArtCatalog,test_more,"Thin data (28d spend $40, 0 purchases, age 2d) — let the creative accumulate signal.",75,commercial_truth,3.5,0,[]
IwaStore,1244730050650427,More than,test_more,"Thin data (28d spend $32, 0 purchases, age 39d) — let the creative accumulate signal.",75,commercial_truth,3.5,0,[]
IwaStore,1459053848960720,It added meaning,test_more,"Thin data (28d spend $22, 0 purchases, age 39d) — let the creative accumulate signal.",75,commercial_truth,3.5,0,[]
