creative_id,business,creative_name,bucket,my_label,my_reason
1476506453853715,TheSwaf,legacyrevise,closed_30d,test_more,"1 purchases on $154 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1879695362688413,TheSwaf,bestseller,active,test_more,"2 purchases on $122 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1761002005018656,TheSwaf,ring,active,test_more,"1 purchases on $113 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1283690053078235,TheSwaf,Mix,closed_30d,test_more,"1 purchases on $114 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1655126075507081,TheSwaf,evolution,active,test_more,"0 purchases on $104 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
967102445774372,TheSwaf,EMB - Mix,active,test_more,"1 purchases on $66.89 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
882777081456596,TheSwaf,bestsellerringsgothic,active,test_more,"1 purchases on $57.44 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1417424656739964,TheSwaf,Tastemythrevise,active,test_more,"0 purchases on $47.96 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1945472502724074,TheSwaf,EMB - ReligiousNecklace,active,test_more,"0 purchases on $32.51 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1229430125634078,TheSwaf,bestsellersnecklace,active,test_more,"0 purchases on $32.47 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
4547154848899014,TheSwaf,softness,active,test_more,"0 purchases on $30.25 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2467451360428576,TheSwaf,EMB - AllRings,active,test_more,"0 purchases on $16.99 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1444968763982893,TheSwaf,EMB - TargeryenFlex,closed_30d,test_more,"0 purchases on $13.42 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1624871925951037,TheSwaf,whispersfromthedevil,active,test_more,"0 purchases on $11.38 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1310237954326358,TheSwaf,alphawolfnecklace,closed_30d,test_more,"0 purchases on $10.07 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1508640670664791,TheSwaf,EMB - Mix,active,test_more,"0 purchases on $9.90 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
3208178412688054,TheSwaf,EMB - Mix,active,test_more,"0 purchases on $4.27 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
840261811685973,TheSwaf,EMB - ReligiousNecklace,active,test_more,"0 purchases on $1.58 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2239437839796106,TheSwaf,EMB - TargeryenFlex,active,test_more,"0 purchases on $0.53 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2240450456794543,IwaStore,Catalog New Collection,active,keep,"44 purchases on $1,842 28d spend is observable, but ROAS 3.43 is not 1.30x the 3.50 target and not dead enough; keep."
2729900394016654,IwaStore,WallArtCatalog,closed_30d,scale,"ROAS 4.55 is 1.30x of the 3.50 target with 49 purchases on $1,805 lifetime spend, clearing my conservative scale bar."
1976762379605003,IwaStore,WallArtCatalog,active,keep,"15 purchases on $1,028 28d spend is observable, but ROAS 2.60 is not 1.30x the 3.50 target and not dead enough; keep."
917280764555370,IwaStore,WoodenWallArtCatalog,closed_30d,keep,"39 purchases on $994 lifetime spend is observable, but ROAS 6.48 is not 1.30x the 3.50 target and not dead enough; keep."
1610875453601663,IwaStore,A misbaha,closed_30d,keep,"22 purchases on $958 lifetime spend is observable, but ROAS 4.05 is not 1.30x the 3.50 target and not dead enough; keep."
712308491893470,IwaStore,julia_julia386,closed_30d,test_more,"1 purchases on $837 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2766311733731448,IwaStore,Transforming a house,closed_30d,keep,"26 purchases on $804 lifetime spend is observable, but ROAS 10.09 is not 1.30x the 3.50 target and not dead enough; keep."
1588942188879607,IwaStore,WoodenWallArtCatalog,active,test_more,"9 purchases on $671 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1597946391493220,IwaStore,WoodenWallArtCatalog,active,keep,"20 purchases on $651 28d spend is observable, but ROAS 4.47 is not 1.30x the 3.50 target and not dead enough; keep."
1420674099804622,IwaStore,Every beautiful,closed_30d,test_more,"9 purchases on $554 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
811959778633363,IwaStore,New 2026 Collection,closed_30d,keep,"14 purchases on $498 lifetime spend is observable, but ROAS 2.96 is not 1.30x the 3.50 target and not dead enough; keep."
966762982363817,IwaStore,decorista_93,closed_30d,keep,"21 purchases on $465 lifetime spend is observable, but ROAS 7.92 is not 1.30x the 3.50 target and not dead enough; keep."
744459891804259,IwaStore,mum2boys_style,closed_30d,test_more,"1 purchases on $441 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
970526038984760,IwaStore,Our hearts are,closed_30d,test_more,"0 purchases on $364 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
930886633134159,IwaStore,A prayer niche,closed_30d,keep,"9 purchases on $342 lifetime spend is observable, but ROAS 3.67 is not 1.30x the 3.50 target and not dead enough; keep."
1655577498670460,IwaStore,Since I hung,active,test_more,"3 purchases on $323 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
768721082956229,IwaStore,Joyful prep,closed_30d,test_more,"1 purchases on $341 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2195290934643087,IwaStore,Transforming a house,active,keep,"11 purchases on $333 28d spend is observable, but ROAS 5.41 is not 1.30x the 3.50 target and not dead enough; keep."
1585735605840392,IwaStore,Since I hung,closed_30d,keep,"6 purchases on $330 lifetime spend is observable, but ROAS 3.46 is not 1.30x the 3.50 target and not dead enough; keep."
1284552599771657,IwaStore,WoodenWallArtCatalog,closed_30d,keep,"9 purchases on $251 lifetime spend is observable, but ROAS 6.31 is not 1.30x the 3.50 target and not dead enough; keep."
3953033168334495,IwaStore,لا للمحراب في البيوت!!,active,test_more,"0 purchases on $223 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
968020058968795,IwaStore,mum2boys_style,active,test_more,"2 purchases on $215 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1493794995651100,IwaStore,The heart finds,closed_30d,test_more,"2 purchases on $180 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2155452695257229,IwaStore,Cherish every,closed_30d,test_more,"3 purchases on $152 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1677986356526477,IwaStore,nina_deko_germany,closed_30d,test_more,"3 purchases on $139 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1298590478858258,IwaStore,A stunning Islamic,closed_30d,test_more,"2 purchases on $138 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1491430605985827,IwaStore,PrayerEssentialsCatalog,active,test_more,"0 purchases on $72.26 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1696539768203616,IwaStore,modern.cave,active,test_more,"1 purchases on $123 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1604466493963499,IwaStore,Set up my,closed_30d,test_more,"0 purchases on $111 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2793542300980492,IwaStore,A journey toward,active,test_more,"2 purchases on $101 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
975269794952302,IwaStore,A soulful gift,active,test_more,"2 purchases on $91.31 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
990746656943922,IwaStore,Since I hung,active,test_more,"2 purchases on $85.68 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1459053848960720,IwaStore,It added meaning,closed_30d,test_more,"1 purchases on $78.33 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1662781231395655,IwaStore,WoodenWallArtCatalog,closed_30d,test_more,"0 purchases on $76.30 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1244730050650427,IwaStore,More than,closed_30d,test_more,"2 purchases on $75.33 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
882122398191881,IwaStore,Catalog New Collection,closed_30d,test_more,"2 purchases on $68.74 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1510126544090812,IwaStore,Decorating the,active,test_more,"2 purchases on $67.20 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1732872731454703,IwaStore,Glowing lanterns,closed_30d,test_more,"2 purchases on $66.34 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1127695869538738,IwaStore,The heart finds,active,test_more,"0 purchases on $49.32 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
4344364212475167,IwaStore,Glowing lanterns,active,test_more,"1 purchases on $47.02 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
800452073102997,IwaStore,Catalog New Collection,closed_30d,test_more,"1 purchases on $44.99 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2260100064398971,IwaStore,A prayer niche,closed_30d,test_more,"1 purchases on $42.05 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1230828315767797,IwaStore,WallArtCatalog,active,test_more,"0 purchases on $40.17 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
931776873000095,IwaStore,Catalog New Collection,active,test_more,"3 purchases on $40.15 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1157254709850013,IwaStore,Hilye-i Sherif,active,test_more,"0 purchases on $39.44 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1331879072101118,IwaStore,Iconic beauty,closed_30d,test_more,"2 purchases on $38.41 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
960144903102269,IwaStore,A solid foundation,closed_30d,test_more,"1 purchases on $37.71 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1658131231999984,IwaStore,The peace of,active,test_more,"1 purchases on $32.03 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1433325747959693,IwaStore,Iconic beauty,closed_30d,test_more,"0 purchases on $26.27 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2073086786589405,IwaStore,Loved styling,closed_30d,test_more,"2 purchases on $24.91 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
26505469559090682,IwaStore,Beautiful gatherings,closed_30d,test_more,"3 purchases on $22.49 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1294593585891681,IwaStore,Timeless Crescent,closed_30d,test_more,"0 purchases on $21.21 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1751293382982422,IwaStore,Transforming a house,active,test_more,"0 purchases on $16.48 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1447894557080027,IwaStore,Gift a sanctuary,closed_30d,test_more,"0 purchases on $0.55 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1524376165982018,IwaStore,A prayer niche,active,test_more,"0 purchases on $14.35 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
977493541930191,IwaStore,Beautiful gatherings,closed_30d,test_more,"1 purchases on $13.65 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1718734305961779,IwaStore,WoodenWallArtCatalog,active,test_more,"1 purchases on $11.18 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1715560629433995,IwaStore,A soulful gift,closed_30d,test_more,"0 purchases on $1.35 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2429399654167706,IwaStore,Decorating the,closed_30d,test_more,"0 purchases on $10.55 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
932482069494079,IwaStore,Gift a sanctuary,closed_30d,test_more,"0 purchases on $9.14 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
946471284944193,IwaStore,So happy with,active,test_more,"1 purchases on $8.77 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1478679750647804,IwaStore,Iconic beauty,closed_30d,test_more,"0 purchases on $8.69 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1225318442702777,IwaStore,Decorating the,closed_30d,test_more,"0 purchases on $1.15 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2023813815225087,IwaStore,Glowing lanterns,closed_30d,test_more,"0 purchases on $7.34 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1341073624739368,IwaStore,Timeless Crescent,closed_30d,test_more,"0 purchases on $6.87 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1986352635337304,IwaStore,decorista_93,active,test_more,"0 purchases on $6.73 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1503961571525364,IwaStore,It became the favorite,active,test_more,"0 purchases on $6.04 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1280975290844183,IwaStore,New 2026 Collection,active,test_more,"0 purchases on $5.62 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
802825205720972,IwaStore,A journey toward,closed_30d,test_more,"0 purchases on $0.72 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1964610134172260,IwaStore,Gift a sanctuary,closed_30d,test_more,"0 purchases on $0.16 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1893545414686924,IwaStore,Iconic beauty,closed_30d,test_more,"0 purchases on $3.87 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1271058314571959,IwaStore,Beautiful gatherings,active,test_more,"0 purchases on $3.67 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2363238150864793,IwaStore,Start with,closed_30d,test_more,"0 purchases on $0.84 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1345880953965537,IwaStore,It became the favorite,closed_30d,test_more,"0 purchases on $0.35 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
4367811283503430,IwaStore,Start with,active,test_more,"0 purchases on $2.92 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2113260336123444,IwaStore,The golden details,active,test_more,"0 purchases on $2.89 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
937889615877203,IwaStore,Glowing lanterns,active,test_more,"0 purchases on $2.86 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
936568185925788,IwaStore,Timeless Crescent,closed_30d,test_more,"0 purchases on $2.68 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1300480628535229,IwaStore,There’s a specia,active,test_more,"0 purchases on $2.57 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
984789670652584,IwaStore,Let the most,active,test_more,"0 purchases on $2.57 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2026401714945589,IwaStore,A prayer niche,active,test_more,"0 purchases on $2.54 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1875473163115275,IwaStore,Beautiful gatherings,closed_30d,test_more,"0 purchases on $2.46 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1379001707593645,IwaStore,Gift a sanctuary,closed_30d,test_more,"0 purchases on $2.24 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
942632511988052,IwaStore,Gift a sanctuary,closed_30d,test_more,"0 purchases on $2.22 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2461627344307336,IwaStore,Beautiful gatherings,closed_30d,test_more,"0 purchases on $2.17 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
26217458397936563,IwaStore,decorista_93,active,test_more,"0 purchases on $1.71 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
911903564961526,IwaStore,Decorating the,closed_30d,test_more,"0 purchases on $0.99 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
4020864904715329,IwaStore,Timeless Crescent,closed_30d,test_more,"0 purchases on $0.55 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
941843838638338,IwaStore,Decorating the,closed_30d,test_more,"0 purchases on $1.36 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
26370728439273093,IwaStore,Elevate your,active,test_more,"0 purchases on $1.27 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1651845599492662,IwaStore,Glowing lanterns,closed_30d,test_more,"0 purchases on $0.42 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
964936183160568,IwaStore,Decorating the,active,test_more,"0 purchases on $1.07 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1503170044485677,IwaStore,Glowing lanterns,active,test_more,"0 purchases on $1.03 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1681449599961309,IwaStore,Gift a sanctuary,closed_30d,test_more,"0 purchases on $0.46 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2736771126679641,IwaStore,Since I hung,closed_30d,test_more,"0 purchases on $0.82 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1692424485272995,IwaStore,If you’re looking,active,test_more,"0 purchases on $0.63 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
905617072477248,IwaStore,Glowing lanterns,active,test_more,"0 purchases on $0.63 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
881092554943010,IwaStore,Since I hung,closed_30d,test_more,"0 purchases on $0.52 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1516635529950522,IwaStore,Iconic beauty,closed_30d,test_more,"0 purchases on $0.30 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
2317482965443311,IwaStore,decorista_93,active,test_more,"0 purchases on $0.13 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
4337403796547773,IwaStore,Iconic beauty,closed_30d,test_more,"0 purchases on $0.12 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
955048726939519,IwaStore,Gift a sanctuary,closed_30d,test_more,"0 purchases on $0.09 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1281637630090710,IwaStore,A prayer niche,active,test_more,"0 purchases on $0.07 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
3174616586071964,IwaStore,Beautiful gatherings,closed_30d,test_more,"1 purchases on $0.03 lifetime spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1232574995617489,IwaStore,Beautiful gatherings,closed_30d,test_more,"0 purchases on $0.01 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1521625876245401,IwaStore,Timeless Crescent,closed_30d,test_more,"0 purchases on $0.01 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
1589360725474198,IwaStore,A prayer niche,closed_30d,test_more,"0 purchases on $0.00 28d spend does not clear my 20-purchase and $1,000 confidence bar; test more."
