creative_id,business,creative_name,bucket,my_label,my_reason
930269923096296,TheSwaf,begintodeath,active,refresh,"This is a tiring winner: ROAS 2.01 trails peak 15.54 from 16 days ago, fatigue is none, CTR is 3.75%, and frequency is 1.10; refresh."
1383902269751310,TheSwaf,TargeryenFlex,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.46 at 0.21x of the 2.20 target, CTR 3.21%, and 1 purchases on $397; cut the creative drag."
1425547512680542,TheSwaf,ancientegypt,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.64 at 0.29x of the 2.20 target, CTR 2.83%, and 2 purchases on $378; cut the creative drag."
974060018521285,TheSwaf,death,active,cut,"upper funnel is the weak stage, with ROAS 1.40 at 0.64x of the 2.20 target, CTR 4.02%, and 3 purchases on $371; cut the creative drag."
1142325247324026,TheSwaf,TargeryenFlex,closed_30d,diagnose,Closed despite ROAS 2.22 at 1.01x of the 2.20 target on $350 with 4 purchases; diagnose the operator close reason.
2195229177681668,TheSwaf,angelNdevill,active,cut,"upper funnel is the weak stage, with ROAS 1.10 at 0.50x of the 2.20 target, CTR 3.38%, and 2 purchases on $341; cut the creative drag."
935580372698767,TheSwaf,faith,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.38 at 0.17x of the 2.20 target, CTR 4.17%, and 1 purchases on $325; cut the creative drag."
1133995451493304,TheSwaf,MedusaFlex,closed_30d,keep,"ROAS 1.69 is 0.77x of the 2.20 target with CTR 4.38% and frequency 1.05; no hard creative-health trigger, keep."
1474105167195606,TheSwaf,Mix,closed_30d,diagnose,Closed despite ROAS 2.49 at 1.13x of the 2.20 target on $237 with 5 purchases; diagnose the operator close reason.
2413832812481192,TheSwaf,watchthat,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 2.20 target, CTR 3.70%, and 0 purchases on $226; cut the creative drag."
2908323869499405,TheSwaf,risklooksbetter,closed_30d,diagnose,Tracking is flagged as the weak stage with anomaly score 1.00; ROAS 0.00 on $187 needs data review before a creative verdict.
1484306833294778,TheSwaf,EMB - TargeryenFlex,active,scale,Attention is strong: ROAS 1.51 is 0.69x of the 2.20 target with CTR 2.60% and thumbstop 91.68% on $148 28d spend; scale the creative signal.
1476506453853715,TheSwaf,legacyrevise,closed_30d,cut,"none is the weak stage, with ROAS 1.23 at 0.56x of the 2.20 target, CTR 3.67%, and 1 purchases on $154; cut the creative drag."
1879695362688413,TheSwaf,bestseller,active,refresh,"This is a tiring winner: ROAS 2.60 trails peak 41.80 from 26 days ago, fatigue is none, CTR is 2.95%, and frequency is 1.16; refresh."
1761002005018656,TheSwaf,ring,active,refresh,"This is a tiring winner: ROAS 2.33 trails peak 56.30 from 12 days ago, fatigue is none, CTR is 2.94%, and frequency is 1.16; refresh."
1283690053078235,TheSwaf,Mix,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 1.51 at 0.69x of the 2.20 target, CTR missing, and 1 purchases on $114; cut the creative drag."
1655126075507081,TheSwaf,evolution,active,diagnose,Tracking is flagged as the weak stage with anomaly score 1.00; ROAS 0.00 on $104 needs data review before a creative verdict.
967102445774372,TheSwaf,EMB - Mix,active,scale,Attention is strong: ROAS 2.27 is 1.03x of the 2.20 target with CTR 3.39% and thumbstop 73.04% on $66.89 28d spend; scale the creative signal.
882777081456596,TheSwaf,bestsellerringsgothic,active,scale,Attention is strong: ROAS 2.66 is 1.21x of the 2.20 target with CTR 3.28% and thumbstop 0.40% on $57.44 28d spend; scale the creative signal.
1417424656739964,TheSwaf,Tastemythrevise,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 2.20 target, CTR 2.41%, and 0 purchases on $47.96; cut the creative drag."
1945472502724074,TheSwaf,EMB - ReligiousNecklace,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 2.20 target, CTR 5.41%, and 0 purchases on $32.51; cut the creative drag."
1229430125634078,TheSwaf,bestsellersnecklace,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 2.20 target, CTR 3.11%, and 0 purchases on $32.47; cut the creative drag."
4547154848899014,TheSwaf,softness,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 2.20 target, CTR 2.80%, and 0 purchases on $30.25; cut the creative drag."
2467451360428576,TheSwaf,EMB - AllRings,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 2.20 target, CTR 2.31%, and 0 purchases on $16.99; cut the creative drag."
1444968763982893,TheSwaf,EMB - TargeryenFlex,closed_30d,diagnose,Bucket says closed but effective_status is ACTIVE with $0.00 7d spend; status and delivery truth need review before judging the creative.
1624871925951037,TheSwaf,whispersfromthedevil,active,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 2.20 target, CTR 2.52%, and 0 purchases on $11.38; cut the creative drag."
1310237954326358,TheSwaf,alphawolfnecklace,closed_30d,diagnose,Bucket says closed but effective_status is ACTIVE with $0.00 7d spend; status and delivery truth need review before judging the creative.
1508640670664791,TheSwaf,EMB - Mix,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 2.20 target, CTR 2.79%, and 0 purchases on $9.90; cut the creative drag."
3208178412688054,TheSwaf,EMB - Mix,active,keep,"ROAS 0.00 is 0.00x of the 2.20 target with CTR 1.08% and frequency 1.14; no hard creative-health trigger, keep."
840261811685973,TheSwaf,EMB - ReligiousNecklace,active,keep,"ROAS 0.00 is 0.00x of the 2.20 target with CTR 3.88% and frequency 1.16; no hard creative-health trigger, keep."
2239437839796106,TheSwaf,EMB - TargeryenFlex,active,keep,"ROAS 0.00 is 0.00x of the 2.20 target with CTR 0.00% and frequency 1.89; no hard creative-health trigger, keep."
2240450456794543,IwaStore,Catalog New Collection,active,scale,"Attention is strong: ROAS 3.43 is 0.98x of the 3.50 target with CTR 21.76% and thumbstop 22.19% on $1,842 28d spend; scale the creative signal."
2729900394016654,IwaStore,WallArtCatalog,closed_30d,diagnose,"Closed despite ROAS 4.55 at 1.30x of the 3.50 target on $1,805 with 49 purchases; diagnose the operator close reason."
1976762379605003,IwaStore,WallArtCatalog,active,refresh,"This is a tiring winner: ROAS 2.60 trails peak 5.13 from 17 days ago, fatigue is none, CTR is 57.83%, and frequency is 2.33; refresh."
917280764555370,IwaStore,WoodenWallArtCatalog,closed_30d,diagnose,Closed despite ROAS 6.48 at 1.85x of the 3.50 target on $994 with 39 purchases; diagnose the operator close reason.
1610875453601663,IwaStore,A misbaha,closed_30d,diagnose,Closed despite ROAS 4.05 at 1.16x of the 3.50 target on $958 with 22 purchases; diagnose the operator close reason.
712308491893470,IwaStore,julia_julia386,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.09 at 0.03x of the 3.50 target, CTR 1.67%, and 1 purchases on $837; cut the creative drag."
2766311733731448,IwaStore,Transforming a house,closed_30d,diagnose,Closed despite ROAS 10.09 at 2.88x of the 3.50 target on $804 with 26 purchases; diagnose the operator close reason.
1588942188879607,IwaStore,WoodenWallArtCatalog,active,scale,Attention is strong: ROAS 2.18 is 0.62x of the 3.50 target with CTR 5.35% and thumbstop 6.48% on $671 lifetime spend; scale the creative signal.
1597946391493220,IwaStore,WoodenWallArtCatalog,active,scale,Attention is strong: ROAS 4.47 is 1.28x of the 3.50 target with CTR 32.58% and thumbstop 24.47% on $651 28d spend; scale the creative signal.
1420674099804622,IwaStore,Every beautiful,closed_30d,cut,"none is the weak stage, with ROAS 2.19 at 0.63x of the 3.50 target, CTR 3.99%, and 9 purchases on $554; cut the creative drag."
811959778633363,IwaStore,New 2026 Collection,closed_30d,refresh,"This is a tiring winner: ROAS 2.96 trails peak 12.38 from 25 days ago, fatigue is watch, CTR is 0.94%, and frequency is 1.39; refresh."
966762982363817,IwaStore,decorista_93,closed_30d,diagnose,Closed despite ROAS 7.92 at 2.26x of the 3.50 target on $465 with 21 purchases; diagnose the operator close reason.
744459891804259,IwaStore,mum2boys_style,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.24 at 0.07x of the 3.50 target, CTR 1.82%, and 1 purchases on $441; cut the creative drag."
970526038984760,IwaStore,Our hearts are,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 1.75%, and 0 purchases on $364; cut the creative drag."
930886633134159,IwaStore,A prayer niche,closed_30d,diagnose,Closed despite ROAS 3.67 at 1.05x of the 3.50 target on $342 with 9 purchases; diagnose the operator close reason.
1655577498670460,IwaStore,Since I hung,active,cut,"none is the weak stage, with ROAS 0.87 at 0.25x of the 3.50 target, CTR 10.51%, and 3 purchases on $323; cut the creative drag."
768721082956229,IwaStore,Joyful prep,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.47 at 0.13x of the 3.50 target, CTR 0.00%, and 1 purchases on $341; cut the creative drag."
2195290934643087,IwaStore,Transforming a house,active,scale,Attention is strong: ROAS 5.41 is 1.55x of the 3.50 target with CTR 11.92% and thumbstop 91.44% on $333 28d spend; scale the creative signal.
1585735605840392,IwaStore,Since I hung,closed_30d,refresh,"This is a tiring winner: ROAS 3.46 trails peak 5.34 from 19 days ago, fatigue is watch, CTR is 10.90%, and frequency is 1.17; refresh."
1284552599771657,IwaStore,WoodenWallArtCatalog,closed_30d,diagnose,Bucket says closed but effective_status is ACTIVE with $0.00 7d spend; status and delivery truth need review before judging the creative.
3953033168334495,IwaStore,لا للمحراب في البيوت!!,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 2.39%, and 0 purchases on $223; cut the creative drag."
968020058968795,IwaStore,mum2boys_style,active,cut,"landing page is the weak stage, with ROAS 2.22 at 0.63x of the 3.50 target, CTR 5.08%, and 2 purchases on $215; cut the creative drag."
1493794995651100,IwaStore,The heart finds,closed_30d,cut,"upper funnel is the weak stage, with ROAS 1.70 at 0.49x of the 3.50 target, CTR 1.55%, and 2 purchases on $180; cut the creative drag."
2155452695257229,IwaStore,Cherish every,closed_30d,diagnose,Closed despite ROAS 3.58 at 1.02x of the 3.50 target on $152 with 3 purchases; diagnose the operator close reason.
1677986356526477,IwaStore,nina_deko_germany,closed_30d,refresh,"This is a tiring winner: ROAS 2.79 trails peak 22.30 from 18 days ago, fatigue is none, CTR is 5.98%, and frequency is 1.15; refresh."
1298590478858258,IwaStore,A stunning Islamic,closed_30d,diagnose,Tracking is flagged as the weak stage with anomaly score 1.00; ROAS 1.38 on $138 needs data review before a creative verdict.
1491430605985827,IwaStore,PrayerEssentialsCatalog,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 1.40%, and 0 purchases on $72.26; cut the creative drag."
1696539768203616,IwaStore,modern.cave,active,cut,"upper funnel is the weak stage, with ROAS 1.80 at 0.52x of the 3.50 target, CTR 1.93%, and 1 purchases on $123; cut the creative drag."
1604466493963499,IwaStore,Set up my,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 4.19%, and 0 purchases on $111; cut the creative drag."
2793542300980492,IwaStore,A journey toward,active,cut,"upper funnel is the weak stage, with ROAS 2.96 at 0.84x of the 3.50 target, CTR 3.59%, and 2 purchases on $101; cut the creative drag."
975269794952302,IwaStore,A soulful gift,active,cut,"upper funnel is the weak stage, with ROAS 2.08 at 0.59x of the 3.50 target, CTR 3.82%, and 2 purchases on $91.31; cut the creative drag."
990746656943922,IwaStore,Since I hung,active,cut,"none is the weak stage, with ROAS 1.60 at 0.46x of the 3.50 target, CTR 14.72%, and 2 purchases on $85.68; cut the creative drag."
1459053848960720,IwaStore,It added meaning,closed_30d,cut,"upper funnel is the weak stage, with ROAS 1.14 at 0.32x of the 3.50 target, CTR 2.43%, and 1 purchases on $78.33; cut the creative drag."
1662781231395655,IwaStore,WoodenWallArtCatalog,closed_30d,diagnose,Tracking is flagged as the weak stage with anomaly score 1.00; ROAS 0.00 on $76.30 needs data review before a creative verdict.
1244730050650427,IwaStore,More than,closed_30d,refresh,"This is a tiring winner: ROAS 3.32 trails peak 0.00 from 29 days ago, fatigue is watch, CTR is 2.70%, and frequency is 1.11; refresh."
882122398191881,IwaStore,Catalog New Collection,closed_30d,diagnose,Closed despite ROAS 22.37 at 6.39x of the 3.50 target on $68.74 with 2 purchases; diagnose the operator close reason.
1510126544090812,IwaStore,Decorating the,active,scale,Attention is strong: ROAS 5.93 is 1.69x of the 3.50 target with CTR 4.40% and thumbstop 84.25% on $67.20 28d spend; scale the creative signal.
1732872731454703,IwaStore,Glowing lanterns,closed_30d,diagnose,Closed despite ROAS 4.01 at 1.15x of the 3.50 target on $66.34 with 2 purchases; diagnose the operator close reason.
1127695869538738,IwaStore,The heart finds,active,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 3.28%, and 0 purchases on $49.32; cut the creative drag."
4344364212475167,IwaStore,Glowing lanterns,active,scale,Attention is strong: ROAS 10.88 is 3.11x of the 3.50 target with CTR 45.62% and thumbstop 4.97% on $47.02 28d spend; scale the creative signal.
800452073102997,IwaStore,Catalog New Collection,closed_30d,keep,"ROAS 6.22 is 1.78x of the 3.50 target with CTR missing and frequency missing; no hard creative-health trigger, keep."
2260100064398971,IwaStore,A prayer niche,closed_30d,cut,"landing page is the weak stage, with ROAS 2.24 at 0.64x of the 3.50 target, CTR 9.65%, and 1 purchases on $42.05; cut the creative drag."
1230828315767797,IwaStore,WallArtCatalog,active,diagnose,Funnel truth is unclear: ROAS 0.00 on $40.17 with landing page weakness does not isolate a creative action; diagnose.
931776873000095,IwaStore,Catalog New Collection,active,scale,Attention is strong: ROAS 11.79 is 3.37x of the 3.50 target with CTR 7.35% and thumbstop 3.12% on $40.15 lifetime spend; scale the creative signal.
1157254709850013,IwaStore,Hilye-i Sherif,active,diagnose,Current engagement and funnel fields are missing while lifetime ROAS is 0.00 on $39.44 spend; diagnose data quality before acting.
1331879072101118,IwaStore,Iconic beauty,closed_30d,refresh,"This is a tiring winner: ROAS 5.83 trails peak missing from 0 days ago, fatigue is watch, CTR is 10.76%, and frequency is 1.12; refresh."
960144903102269,IwaStore,A solid foundation,closed_30d,refresh,"This is a tiring winner: ROAS 2.75 trails peak 26.21 from 25 days ago, fatigue is none, CTR is 2.28%, and frequency is 1.06; refresh."
1658131231999984,IwaStore,The peace of,active,diagnose,Current engagement and funnel fields are missing while lifetime ROAS is 6.92 on $32.03 spend; diagnose data quality before acting.
1433325747959693,IwaStore,Iconic beauty,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 6.06%, and 0 purchases on $26.27; cut the creative drag."
2073086786589405,IwaStore,Loved styling,closed_30d,refresh,"This is a tiring winner: ROAS 26.46 trails peak 254.55 from 25 days ago, fatigue is none, CTR is 4.98%, and frequency is 1.04; refresh."
26505469559090682,IwaStore,Beautiful gatherings,closed_30d,refresh,"This is a tiring winner: ROAS 78.27 trails peak 25.78 from 22 days ago, fatigue is watch, CTR is 3.84%, and frequency is 1.17; refresh."
1294593585891681,IwaStore,Timeless Crescent,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 1.01%, and 0 purchases on $21.21; cut the creative drag."
1751293382982422,IwaStore,Transforming a house,active,cut,"landing page is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 6.67%, and 0 purchases on $16.48; cut the creative drag."
1447894557080027,IwaStore,Gift a sanctuary,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 12.57% and frequency 1.12; no hard creative-health trigger, keep."
1524376165982018,IwaStore,A prayer niche,active,cut,"tracking is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 5.92%, and 0 purchases on $14.35; cut the creative drag."
977493541930191,IwaStore,Beautiful gatherings,closed_30d,refresh,"This is a tiring winner: ROAS 5.12 trails peak missing from 0 days ago, fatigue is watch, CTR is 13.95%, and frequency is 1.11; refresh."
1718734305961779,IwaStore,WoodenWallArtCatalog,active,diagnose,Tracking is flagged as the weak stage with anomaly score 1.00; ROAS 14.30 on $11.18 needs data review before a creative verdict.
1715560629433995,IwaStore,A soulful gift,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 2.70% and frequency 1.02; no hard creative-health trigger, keep."
2429399654167706,IwaStore,Decorating the,closed_30d,diagnose,Bucket says closed but effective_status is ACTIVE with $0.00 7d spend; status and delivery truth need review before judging the creative.
932482069494079,IwaStore,Gift a sanctuary,closed_30d,cut,"tracking is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 3.41%, and 0 purchases on $9.14; cut the creative drag."
946471284944193,IwaStore,So happy with,active,diagnose,Current engagement and funnel fields are missing while lifetime ROAS is 14.25 on $8.77 spend; diagnose data quality before acting.
1478679750647804,IwaStore,Iconic beauty,closed_30d,cut,"tracking is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 5.46%, and 0 purchases on $8.69; cut the creative drag."
1225318442702777,IwaStore,Decorating the,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 2.79% and frequency 1.14; no hard creative-health trigger, keep."
2023813815225087,IwaStore,Glowing lanterns,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 32.79%, and 0 purchases on $7.34; cut the creative drag."
1341073624739368,IwaStore,Timeless Crescent,closed_30d,cut,"tracking is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 13.95%, and 0 purchases on $6.87; cut the creative drag."
1986352635337304,IwaStore,decorista_93,active,cut,"landing page is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 7.82%, and 0 purchases on $6.73; cut the creative drag."
1503961571525364,IwaStore,It became the favorite,active,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 1.29%, and 0 purchases on $6.04; cut the creative drag."
1280975290844183,IwaStore,New 2026 Collection,active,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 3.24%, and 0 purchases on $5.62; cut the creative drag."
802825205720972,IwaStore,A journey toward,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 1.89% and frequency 1.00; no hard creative-health trigger, keep."
1964610134172260,IwaStore,Gift a sanctuary,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 2.50% and frequency 1.04; no hard creative-health trigger, keep."
1893545414686924,IwaStore,Iconic beauty,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 19.73%, and 0 purchases on $3.87; cut the creative drag."
1271058314571959,IwaStore,Beautiful gatherings,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 1.67% and frequency 1.32; no hard creative-health trigger, keep."
2363238150864793,IwaStore,Start with,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 1.67% and frequency 1.02; no hard creative-health trigger, keep."
1345880953965537,IwaStore,It became the favorite,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 5.71% and frequency 1.02; no hard creative-health trigger, keep."
4367811283503430,IwaStore,Start with,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 0.83% and frequency 1.12; no hard creative-health trigger, keep."
2113260336123444,IwaStore,The golden details,active,diagnose,Current engagement and funnel fields are missing while lifetime ROAS is 0.00 on $2.89 spend; diagnose data quality before acting.
937889615877203,IwaStore,Glowing lanterns,active,diagnose,Funnel truth is unclear: ROAS 0.00 on $2.86 with checkout weakness does not isolate a creative action; diagnose.
936568185925788,IwaStore,Timeless Crescent,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 2.21%, and 0 purchases on $2.68; cut the creative drag."
1300480628535229,IwaStore,There’s a specia,active,diagnose,Current engagement and funnel fields are missing while lifetime ROAS is 0.00 on $2.57 spend; diagnose data quality before acting.
984789670652584,IwaStore,Let the most,active,diagnose,Current engagement and funnel fields are missing while lifetime ROAS is 0.00 on $2.57 spend; diagnose data quality before acting.
2026401714945589,IwaStore,A prayer niche,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 10.33% and frequency 1.16; no hard creative-health trigger, keep."
1875473163115275,IwaStore,Beautiful gatherings,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 5.73%, and 0 purchases on $2.46; cut the creative drag."
1379001707593645,IwaStore,Gift a sanctuary,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 1.89%, and 0 purchases on $2.24; cut the creative drag."
942632511988052,IwaStore,Gift a sanctuary,closed_30d,cut,"insufficient signal is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 7.36%, and 0 purchases on $2.22; cut the creative drag."
2461627344307336,IwaStore,Beautiful gatherings,closed_30d,cut,"upper funnel is the weak stage, with ROAS 0.00 at 0.00x of the 3.50 target, CTR 20.83%, and 0 purchases on $2.17; cut the creative drag."
26217458397936563,IwaStore,decorista_93,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 12.73% and frequency 1.34; no hard creative-health trigger, keep."
911903564961526,IwaStore,Decorating the,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 1.74% and frequency 1.11; no hard creative-health trigger, keep."
4020864904715329,IwaStore,Timeless Crescent,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 0.91% and frequency 1.05; no hard creative-health trigger, keep."
941843838638338,IwaStore,Decorating the,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 0.92% and frequency 1.23; no hard creative-health trigger, keep."
26370728439273093,IwaStore,Elevate your,active,diagnose,Current engagement and funnel fields are missing while lifetime ROAS is 0.00 on $1.27 spend; diagnose data quality before acting.
1651845599492662,IwaStore,Glowing lanterns,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 6.94% and frequency 1.07; no hard creative-health trigger, keep."
964936183160568,IwaStore,Decorating the,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 6.67% and frequency 1.28; no hard creative-health trigger, keep."
1503170044485677,IwaStore,Glowing lanterns,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 21.23% and frequency 1.09; no hard creative-health trigger, keep."
1681449599961309,IwaStore,Gift a sanctuary,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 7.89% and frequency 1.21; no hard creative-health trigger, keep."
2736771126679641,IwaStore,Since I hung,closed_30d,diagnose,Bucket says closed but effective_status is ACTIVE with $0.00 7d spend; status and delivery truth need review before judging the creative.
1692424485272995,IwaStore,If you’re looking,active,diagnose,Current engagement and funnel fields are missing while lifetime ROAS is 0.00 on $0.63 spend; diagnose data quality before acting.
905617072477248,IwaStore,Glowing lanterns,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 8.82% and frequency 1.11; no hard creative-health trigger, keep."
881092554943010,IwaStore,Since I hung,closed_30d,diagnose,Bucket says closed but effective_status is ACTIVE with $0.00 7d spend; status and delivery truth need review before judging the creative.
1516635529950522,IwaStore,Iconic beauty,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 7.41% and frequency 1.00; no hard creative-health trigger, keep."
2317482965443311,IwaStore,decorista_93,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 12.50% and frequency 1.00; no hard creative-health trigger, keep."
4337403796547773,IwaStore,Iconic beauty,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 0.00% and frequency 1.22; no hard creative-health trigger, keep."
955048726939519,IwaStore,Gift a sanctuary,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 0.00% and frequency 1.00; no hard creative-health trigger, keep."
1281637630090710,IwaStore,A prayer niche,active,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 0.00% and frequency 1.00; no hard creative-health trigger, keep."
3174616586071964,IwaStore,Beautiful gatherings,closed_30d,keep,"ROAS 1910.33 is 545.81x of the 3.50 target with CTR 16.67% and frequency 1.50; no hard creative-health trigger, keep."
1232574995617489,IwaStore,Beautiful gatherings,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 0.00% and frequency 1.00; no hard creative-health trigger, keep."
1521625876245401,IwaStore,Timeless Crescent,closed_30d,keep,"ROAS 0.00 is 0.00x of the 3.50 target with CTR 0.00% and frequency 1.00; no hard creative-health trigger, keep."
1589360725474198,IwaStore,A prayer niche,closed_30d,diagnose,Bucket says closed but effective_status is ACTIVE with $0.00 7d spend; status and delivery truth need review before judging the creative.
