creative_id,business,creative_name,bucket,my_label,my_reason
2195290934643087,IwaStore,Transforming a house,active,keep,"28g winner: $333 + 11 sipariş + ROAS 5.41 (1.55× target), ama 7g zayıflık (spend $92 ROAS 1.77) — scale öncesi bir hafta daha izle."
1585735605840392,IwaStore,Since I hung,closed_30d,diagnose,"Funnel weak stage = checkout, creative_responsibility 0.00 (düşük) — kreatif değil site/checkout sorunu, $128'da kapatma kararı kreatif düzeltmez."
1284552599771657,IwaStore,WoodenWallArtCatalog,closed_30d,diagnose,"Closed: ROAS 6.31 (1.80× target) + 9 sipariş — kapatma sebebi veriden anlaşılmıyor, manuel review."
3953033168334495,IwaStore,لا للمحراب في البيوت!!,active,diagnose,"$223 28g harcama + 239.21% CTR ama 0 sipariş — clicks geliyor ama dönüş yok. Tracking veya site/checkout sorunu, kreatifi tek başına suçlama."
968020058968795,IwaStore,mum2boys_style,active,test_more,"$215 28g + 2 sipariş — purchase sample çok küçük, sinyal güvenilmez."
1493794995651100,IwaStore,The heart finds,closed_30d,cut,"Closed: $180 lifetime + ROAS 1.70 (0.49× target) — olgun kayıp, doğru kapatma."
2155452695257229,IwaStore,Cherish every,closed_30d,refresh,"Closed past peak (past_peak_unclear, fatigue=watch), $152 lifetime ROAS 3.58 (1.02× target) — concept iyiydi, fresh angle ile yeniden test."
1677986356526477,IwaStore,nina_deko_germany,closed_30d,refresh,"Closed past peak (past_peak_unclear), $139 lifetime ROAS 2.79 (0.80× target) — concept iyiydi, fresh angle ile yeniden test."
1298590478858258,IwaStore,A stunning Islamic,closed_30d,diagnose,"Tracking anomaly score 1.00 — sayım/attribution güvenilir değil, karar öncesi pixel + commercial truth kontrol şart."
1491430605985827,IwaStore,PrayerEssentialsCatalog,active,test_more,"$72 28g + 0 sipariş — purchase sample çok küçük, sinyal güvenilmez."
1696539768203616,IwaStore,modern.cave,active,test_more,"$123 28g + 1 sipariş — purchase sample çok küçük, sinyal güvenilmez."
1604466493963499,IwaStore,Set up my,closed_30d,cut,"Closed: $111 + ROAS 0.00 (0.00× target) — olgun ve hedef altı, retro-cut onaylı."
2793542300980492,IwaStore,A journey toward,active,test_more,"$101 28g + 2 sipariş — purchase sample çok küçük, sinyal güvenilmez."
975269794952302,IwaStore,A soulful gift,active,test_more,"$91 28g + 2 sipariş — purchase sample çok küçük, sinyal güvenilmez."
990746656943922,IwaStore,Since I hung,active,test_more,"$86 28g + 2 sipariş — purchase sample çok küçük, sinyal güvenilmez."
1459053848960720,IwaStore,It added meaning,closed_30d,test_more,"Closed: sadece $78 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1662781231395655,IwaStore,WoodenWallArtCatalog,closed_30d,diagnose,"Tracking anomaly score 1.00 — sayım/attribution güvenilir değil, karar öncesi pixel + commercial truth kontrol şart."
1244730050650427,IwaStore,More than,closed_30d,test_more,"Closed: sadece $75 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
882122398191881,IwaStore,Catalog New Collection,closed_30d,test_more,"Closed: sadece $69 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1510126544090812,IwaStore,Decorating the,active,test_more,"$67 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1732872731454703,IwaStore,Glowing lanterns,closed_30d,test_more,"Closed: sadece $66 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1127695869538738,IwaStore,The heart finds,active,test_more,"$49 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
4344364212475167,IwaStore,Glowing lanterns,active,test_more,"$47 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
800452073102997,IwaStore,Catalog New Collection,closed_30d,test_more,"Closed: sadece $45 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
2260100064398971,IwaStore,A prayer niche,closed_30d,test_more,"Closed: sadece $42 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1230828315767797,IwaStore,WallArtCatalog,active,test_more,"$40 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
931776873000095,IwaStore,Catalog New Collection,active,test_more,"$20 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1157254709850013,IwaStore,Hilye-i Sherif,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1331879072101118,IwaStore,Iconic beauty,closed_30d,test_more,"Closed: sadece $38 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
960144903102269,IwaStore,A solid foundation,closed_30d,test_more,"Closed: sadece $38 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1658131231999984,IwaStore,The peace of,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1433325747959693,IwaStore,Iconic beauty,closed_30d,test_more,"Closed: sadece $26 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
2073086786589405,IwaStore,Loved styling,closed_30d,test_more,"Closed: sadece $25 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
26505469559090682,IwaStore,Beautiful gatherings,closed_30d,test_more,"Closed: sadece $22 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1294593585891681,IwaStore,Timeless Crescent,closed_30d,test_more,"Closed: sadece $21 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1751293382982422,IwaStore,Transforming a house,active,test_more,"$16 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1447894557080027,IwaStore,Gift a sanctuary,closed_30d,test_more,"Closed: sadece $16 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1524376165982018,IwaStore,A prayer niche,active,diagnose,"Tracking anomaly score 1.00 — sayım/attribution güvenilir değil, karar öncesi pixel + commercial truth kontrol şart."
977493541930191,IwaStore,Beautiful gatherings,closed_30d,test_more,"Closed: sadece $14 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1718734305961779,IwaStore,WoodenWallArtCatalog,active,diagnose,"Tracking anomaly score 1.00 — sayım/attribution güvenilir değil, karar öncesi pixel + commercial truth kontrol şart."
1715560629433995,IwaStore,A soulful gift,closed_30d,test_more,"Closed: sadece $11 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
2429399654167706,IwaStore,Decorating the,closed_30d,test_more,"Closed: sadece $11 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
932482069494079,IwaStore,Gift a sanctuary,closed_30d,diagnose,"Tracking anomaly score 1.00 — sayım/attribution güvenilir değil, karar öncesi pixel + commercial truth kontrol şart."
946471284944193,IwaStore,So happy with,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1478679750647804,IwaStore,Iconic beauty,closed_30d,diagnose,"Tracking anomaly score 1.00 — sayım/attribution güvenilir değil, karar öncesi pixel + commercial truth kontrol şart."
1225318442702777,IwaStore,Decorating the,closed_30d,test_more,"Closed: sadece $8 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
2023813815225087,IwaStore,Glowing lanterns,closed_30d,test_more,"Closed: sadece $7 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1341073624739368,IwaStore,Timeless Crescent,closed_30d,diagnose,"Tracking anomaly score 1.00 — sayım/attribution güvenilir değil, karar öncesi pixel + commercial truth kontrol şart."
1986352635337304,IwaStore,decorista_93,active,test_more,"$7 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1503961571525364,IwaStore,It became the favorite,active,test_more,"$6 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1280975290844183,IwaStore,New 2026 Collection,active,test_more,"$6 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
802825205720972,IwaStore,A journey toward,closed_30d,test_more,"Closed: sadece $5 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1964610134172260,IwaStore,Gift a sanctuary,closed_30d,test_more,"Closed: sadece $5 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1893545414686924,IwaStore,Iconic beauty,closed_30d,test_more,"Closed: sadece $4 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1271058314571959,IwaStore,Beautiful gatherings,active,test_more,"$4 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
2363238150864793,IwaStore,Start with,closed_30d,test_more,"Closed: sadece $4 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1345880953965537,IwaStore,It became the favorite,closed_30d,test_more,"Closed: sadece $4 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
4367811283503430,IwaStore,Start with,active,test_more,"$3 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
2113260336123444,IwaStore,The golden details,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
937889615877203,IwaStore,Glowing lanterns,active,test_more,"$3 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
936568185925788,IwaStore,Timeless Crescent,closed_30d,test_more,"Closed: sadece $3 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1300480628535229,IwaStore,There’s a specia,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
984789670652584,IwaStore,Let the most,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
2026401714945589,IwaStore,A prayer niche,active,test_more,"$3 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1875473163115275,IwaStore,Beautiful gatherings,closed_30d,test_more,"Closed: sadece $2 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1379001707593645,IwaStore,Gift a sanctuary,closed_30d,test_more,"Closed: sadece $2 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
942632511988052,IwaStore,Gift a sanctuary,closed_30d,test_more,"Closed: sadece $2 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
2461627344307336,IwaStore,Beautiful gatherings,closed_30d,test_more,"Closed: sadece $2 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
26217458397936563,IwaStore,decorista_93,active,test_more,"$2 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
911903564961526,IwaStore,Decorating the,closed_30d,test_more,"Closed: sadece $2 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
4020864904715329,IwaStore,Timeless Crescent,closed_30d,test_more,"Closed: sadece $1 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
941843838638338,IwaStore,Decorating the,closed_30d,test_more,"Closed: sadece $1 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
26370728439273093,IwaStore,Elevate your,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1651845599492662,IwaStore,Glowing lanterns,closed_30d,test_more,"Closed: sadece $1 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
964936183160568,IwaStore,Decorating the,active,test_more,"$1 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1503170044485677,IwaStore,Glowing lanterns,active,test_more,"$1 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
1681449599961309,IwaStore,Gift a sanctuary,closed_30d,test_more,"Closed: sadece $1 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
2736771126679641,IwaStore,Since I hung,closed_30d,test_more,"Closed: sadece $1 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1692424485272995,IwaStore,If you’re looking,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
905617072477248,IwaStore,Glowing lanterns,active,test_more,"$1 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
881092554943010,IwaStore,Since I hung,closed_30d,test_more,"Closed: sadece $1 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1516635529950522,IwaStore,Iconic beauty,closed_30d,test_more,"Closed: sadece $0 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
2317482965443311,IwaStore,decorista_93,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
4337403796547773,IwaStore,Iconic beauty,closed_30d,test_more,"Closed: sadece $0 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
955048726939519,IwaStore,Gift a sanctuary,closed_30d,test_more,"Closed: sadece $0 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1281637630090710,IwaStore,A prayer niche,active,test_more,"$0 28g harcama (3×CPA eşiği $173'ın altında) — sample henüz yeterli değil, devam ettir izle."
3174616586071964,IwaStore,Beautiful gatherings,closed_30d,test_more,"Closed: sadece $0 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1232574995617489,IwaStore,Beautiful gatherings,closed_30d,test_more,"Closed: sadece $0 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1521625876245401,IwaStore,Timeless Crescent,closed_30d,test_more,"Closed: sadece $0 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
1589360725474198,IwaStore,A prayer niche,closed_30d,test_more,"Closed: sadece $0 test edildi (3×CPA eşiği $173) — olgunlaşmadan kapatıldı, daha test edilmeliydi."
